ucgid,B07201_014EA,B07201_014MA,B07201_013EA,B07201_013MA,B07201_012MA,B07201_012EA,B07201_011MA,B07201_011EA,B07201_010MA,B07201_010EA,B07201_009MA,B07201_009EA,B07201_008EA,B07201_008MA,B07201_007MA,B07201_007EA,B07201_006MA,B07201_006EA,B07201_005MA,B07201_005EA,B07201_004EA,B07201_004MA,B07201_003EA,B07201_003MA,B07201_002MA,B07201_002EA,B07201_001MA,B07201_001EA,NAME,B07201_014M,B07201_014E,B07201_013M,B07201_013E,B07201_012M,B07201_012E,B07201_011M,B07201_011E,B07201_010M,B07201_010E,B07201_009M,B07201_009E,B07201_008M,B07201_008E,B07201_007M,B07201_007E,B07201_006M,B07201_006E,B07201_005M,B07201_005E,B07201_004M,B07201_004E,B07201_003M,B07201_003E,B07201_002M,B07201_002E,B07201_001M,B07201_001E,GEO_ID
310M100US34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgantown, WV Metro Area",244,336,520,1117,353,540,388,448,566,988,1862,6383,581,1691,2037,8074,1835,6460,2096,7473,2513,13933,2777,24112,2902,104842,469,129290,310M100US34060
310M100US34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morristown, TN Metro Area",281,211,476,486,599,870,199,173,637,1043,1021,2390,1131,1933,1612,4323,2242,10308,1885,4391,3207,14699,3810,20551,3795,114126,619,134888,310M100US34100
310M100US34180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34180
310M100US34340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34340
310M100US34380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34380
310M100US34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area",545,550,204,290,104,95,428,580,455,675,1074,1928,638,1802,1284,3730,2355,7708,2162,5252,2997,12960,3145,17655,3359,97444,607,115649,310M100US34580
310M100US34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muncie, IN Metro Area",346,405,959,1538,878,1633,529,1245,1047,2878,1648,4362,1149,3335,2072,7697,1947,3682,2976,16376,3481,20058,4005,32171,4117,84112,417,116688,310M100US34620
310M100US34740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon-Norton Shores, MI Metro Area",103,87,403,679,546,959,140,140,550,1099,2230,5484,1352,3119,2522,8603,3105,9677,3295,10698,3635,20375,4074,30756,4261,139196,565,170039,310M100US34740
310M100US34780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskogee, OK Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US34780
310M100US34820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",844,1445,1406,2244,559,1064,917,1582,1078,2646,4024,11190,1777,5130,4337,16320,3268,14710,2161,7954,4357,22664,6361,43874,6293,222985,901,268304,310M100US34820
310M100US34900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa, CA Metro Area",443,411,294,0,324,318,274,212,417,530,1058,2298,1862,4423,2147,6721,2242,5259,2154,6961,3072,12220,3821,19471,3753,115298,602,135180,310M100US34900
310M100US34940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naples-Marco Island, FL Metro Area",1030,1873,376,269,511,704,25,21,511,725,2032,8092,3020,6287,3710,14379,4973,22068,3200,7834,5786,29902,6311,45275,6342,272563,831,319711,310M100US34940
310M100US34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1557,7302,1425,5068,1610,5798,1886,5022,2706,10820,3562,23612,4199,23292,5935,46904,7849,80799,9353,127714,12540,208513,13703,271305,13689,1295103,3507,1573710,310M100US34980
310M100US35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bern, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35100
310M100US35260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35260
310M100US35300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area",1337,3904,281,0,1064,2340,409,408,1102,2748,2709,13247,3680,15145,4933,28392,5483,49295,4702,23157,6388,72452,7848,103592,8084,747251,1378,854747,310M100US35300
310M100US35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Iberia, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35340
310M100US35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Orleans-Metairie-Kenner, LA Metro Area",1200,3773,657,1168,2461,5138,904,2222,2460,7360,3303,13499,3368,22075,4683,35574,5789,54979,7863,68509,9195,123488,9931,167590,10324,988433,1973,1159796,310M100US35380
310M100US35420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35420
310M100US35620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",11676,161509,1103,3912,1999,7378,1349,4593,2529,11971,7958,100085,7962,110182,11304,210267,21844,697853,22335,803141,34997,1500994,35871,1727144,37981,16812320,8330,18700973,310M100US35620
310M100US35660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area",190,231,217,181,244,0,251,200,251,200,1064,2986,631,1335,1296,4321,2125,9411,1171,3068,2443,12479,2530,17181,2649,137713,493,155125,310M100US35660
310M100US35840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Port-Bradenton-Sarasota, FL Metro Area",1651,4603,648,879,951,1741,2752,3993,2950,5734,3613,20249,2853,9897,4708,30146,4836,32957,5511,35362,7675,68319,8023,105078,8063,587111,1563,696792,310M100US35840
310M100US35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US35900
310M100US35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area",817,1394,229,134,1201,1567,839,1141,1460,2708,2439,10514,1640,6244,3116,16758,3073,14625,2427,11700,3396,26325,4333,45925,4204,223726,811,271045,310M100US35980
310M100US36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36020
310M100US36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocala, FL Metro Area",1065,1316,484,734,934,1735,302,393,1020,2128,2769,9877,1967,5797,3612,15674,4275,19859,3623,11112,5302,30971,6291,49507,6097,278030,729,328853,310M100US36100
310M100US36140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area",562,515,231,198,281,0,237,224,237,224,942,2123,563,834,1112,2957,1146,2951,755,798,1369,3749,1900,7128,1900,88396,603,96039,310M100US36140
310M100US36220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa, TX Metro Area",512,786,753,1348,429,490,518,781,711,1271,810,1404,1313,2932,1441,4336,1442,2755,3053,13098,3424,15853,3807,22808,3962,111247,907,134841,310M100US36220
310M100US36260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area",1480,2923,770,893,601,779,743,1295,1024,2074,1819,7534,1999,7459,2642,14993,5025,40899,4712,22234,7434,63133,8259,81093,9049,455297,2082,539313,310M100US36260
310M100US36300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36300
310M100US36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area",1968,5539,1456,6777,1148,4201,1537,6935,2049,11136,3143,17336,3979,23601,5040,40937,8129,84808,8213,90624,10578,175432,12643,234282,13269,1001388,1851,1241209,310M100US36420
310M100US36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olean, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36460
310M100US36500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olympia, WA Metro Area",1278,2812,825,826,1216,2206,554,1009,1396,3215,2526,8804,1504,5207,3188,14011,2567,12558,1899,5870,3315,18428,5049,36480,5281,210598,952,249890,310M100US36500
310M100US36540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area",1268,3809,1008,3201,629,1034,1012,2982,1128,4016,2005,9314,2584,14304,2819,23618,3938,30397,6716,76992,7129,107389,7398,138224,7740,711794,2772,853827,310M100US36540
310M100US36660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opelousas-Eunice, LA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36660
310M100US36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36700
310M100US36740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orlando-Kissimmee-Sanford, FL Metro Area",4259,19855,1101,2874,1897,4584,825,1634,2034,6218,6403,53749,4930,35007,8092,88756,11694,169196,8951,88373,13684,257569,15170,355417,15998,1741521,2918,2116793,310M100US36740
310M100US36780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area",312,435,595,1281,258,550,456,726,548,1276,1350,4622,671,2147,1576,6769,1163,2858,2291,12390,2548,15248,2809,24574,2928,140543,461,165552,310M100US36780
310M100US36860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Streator, IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US36860
310M100US36980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owensboro, KY Metro Area",67,38,1023,1314,947,1074,250,262,980,1336,557,962,380,720,720,1682,1316,4142,1654,5940,2462,10082,2749,14414,3271,100300,2180,114752,310M100US36980
310M100US37020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owosso, MI Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37020
310M100US37100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1935,5444,365,385,431,594,1161,1057,1248,1651,4315,18583,5455,20630,8333,39213,5383,32201,7114,50840,9660,83041,12478,124290,12747,686967,1513,816701,310M100US37100
310M100US37140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paducah, KY-IL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37140
310M100US37260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatka, FL Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37260
310M100US37340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Bay-Melbourne-Titusville, FL Metro Area",812,1861,845,1320,489,645,373,480,618,1125,3174,17749,2234,7085,4072,24834,4406,28970,5456,28501,7409,57471,7982,84750,8018,452049,905,538660,310M100US37340
310M100US37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palm Coast, FL Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37380
310M100US37460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",529,935,1510,2691,300,283,474,373,522,656,1888,4716,1563,3589,2560,8305,3367,10682,3426,10935,4672,21617,5234,33269,5208,131966,850,166170,310M100US37460
310M100US37620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",334,276,788,1316,645,681,297,410,693,1091,750,1337,657,1070,877,2407,1554,5521,1913,5793,2169,11314,2487,16128,3384,144129,2331,160533,310M100US37620
310M100US37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascagoula, MS Metro Area",739,1112,184,145,346,389,388,480,562,869,1158,2098,1836,4993,2094,7091,3980,10519,1855,4482,4362,15001,4689,23106,4488,135275,1002,159493,310M100US37700
310M100US37820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton-Hermiston, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US37820
310M100US37860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pensacola-Ferry Pass-Brent, FL Metro Area",866,1465,993,3197,1004,2101,894,2378,1367,4479,4412,21403,3150,9572,5927,30975,5341,31405,2834,15777,6017,47182,8910,85833,8881,357803,1352,445101,310M100US37860
310M100US37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria, IL Metro Area",815,1070,2240,2727,366,586,548,1006,649,1592,987,4066,1707,5427,2013,9493,3253,22919,3117,18034,4574,40953,5458,54765,5941,317642,2059,373477,310M100US37900
310M100US37980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",4360,29336,1161,3434,1767,6229,882,2637,1879,8866,5552,69078,5808,47885,8847,116963,12694,314668,13310,194737,19684,509405,22853,638668,22471,5238918,3743,5906922,310M100US37980
310M100US38060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phoenix-Mesa-Glendale, AZ Metro Area",4762,25906,2368,7556,2722,10506,2428,7734,3738,18240,7043,73822,6507,69089,9153,142911,16633,234843,22713,429011,27944,663854,28958,832561,28742,3296016,3683,4154483,310M100US38060
310M100US38220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine Bluff, AR Metro Area",48,23,1035,1859,393,262,1773,1366,2010,1628,1837,2702,1687,3191,2777,5893,1531,3140,2125,8359,2539,11499,5689,20879,6093,77397,1871,98299,310M100US38220
310M100US38300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburgh, PA Metro Area",1484,5840,1757,4725,1524,5293,1323,3722,2147,9015,3926,31330,3377,19307,5488,50637,8584,156331,5914,50162,10690,206493,12189,270870,12220,2058771,2042,2335481,310M100US38300
310M100US38340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsfield, MA Metro Area",261,269,211,128,51,31,60,36,78,67,1246,1920,742,1304,1574,3224,2059,7784,2060,4919,3224,12703,3544,16122,3421,113377,509,129768,310M100US38340
310M100US38460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plattsburgh, NY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US38460
310M100US38540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocatello, ID Metro Area",374,236,892,1317,788,1056,437,462,884,1518,561,1020,619,1518,912,2538,831,1661,1955,6549,2051,8210,2404,13583,3472,74891,2315,88710,310M100US38540
310M100US38660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ponce, PR Metro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US38660
310M100US38820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port Angeles, WA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US38820
310M100US38860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-South Portland-Biddeford, ME Metro Area",473,889,1333,3465,584,1136,914,1608,1079,2744,2537,8975,1563,6001,2567,14976,4762,32707,3620,21141,5946,53848,6195,75033,6716,432974,1210,508896,310M100US38860
310M100US38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2685,14450,1949,4877,1850,6163,1853,5079,2596,11242,4313,28932,5675,45073,6960,74005,9320,131289,11187,152707,14004,283996,15411,374120,15833,1816431,2999,2205001,310M100US38900
310M100US38940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port St. Lucie, FL Metro Area",1444,2261,687,1117,643,976,472,574,755,1550,3168,15975,1604,6391,3539,22366,5120,27469,3529,17470,5629,44939,6434,69972,6770,349666,847,421899,310M100US38940
310M100US39020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth, OH Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US39020
310M100US39060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottsville, PA Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US39060
310M100US39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",1266,2114,401,544,728,1160,578,728,922,1888,2534,11333,3021,11691,3944,23024,4201,28489,3259,13581,5156,42070,6077,67526,5876,593175,1346,662815,310M100US39100
310M100US39140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prescott, AZ Metro Area",550,629,238,295,2157,3877,588,607,2203,4484,3104,9497,2217,7289,3406,16786,4315,19251,1692,3195,4263,22446,5953,44011,5900,164020,845,208660,310M100US39140
310M100US39300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence-New Bedford-Fall River, RI-MA Metro Area",3214,11392,362,452,534,864,286,217,616,1081,3877,26181,3324,16955,5070,43136,7847,81709,6628,68896,9752,150605,10860,195274,11304,1379455,1770,1586121,310M100US39300
310M100US39340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provo-Orem, UT Metro Area",1804,6767,1960,3393,1398,2825,907,2437,1700,5262,2842,21528,2418,12333,3982,33861,5807,31343,5539,40932,7972,72275,8071,114791,8090,396987,1863,518545,310M100US39340
310M100US39380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo, CO Metro Area",612,609,752,1365,245,150,431,507,496,657,1280,1882,1639,3875,2298,5757,2644,6318,3893,17700,4596,24018,5071,31797,5209,125746,573,158152,310M100US39380
310M100US39460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Punta Gorda, FL Metro Area",337,341,757,781,160,158,409,578,433,736,2122,8481,1720,4195,2749,12676,3581,12423,572,721,3585,13144,4172,27337,4069,131401,550,159079,310M100US39460
310M100US39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy, IL-MO Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US39500
310M100US39540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Racine, WI Metro Area",349,513,110,95,150,134,249,360,261,494,1096,3733,933,2445,1543,6178,1443,3988,2382,8300,2774,12288,3317,19055,3419,174146,537,193714,310M100US39540
310M100US39580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh-Cary, NC Metro Area",2233,7082,1438,3936,1326,4329,939,1756,1613,6085,4381,22435,4328,24815,6250,47250,6550,44532,7901,68409,9043,112941,10394,170212,11466,944913,1994,1122207,310M100US39580
310M100US39660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid City, SD Metro Area",728,700,549,1261,241,396,419,619,504,1015,1042,2615,921,2694,1284,5309,1716,5243,2327,13048,2599,18291,3007,25876,3046,98622,561,125198,310M100US39660
310M100US39740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reading, PA Metro Area",1251,2254,568,479,392,553,217,220,406,773,2775,13339,1508,4837,3369,18176,4617,25855,3593,17872,5490,43727,5826,63155,5911,342718,928,408127,310M100US39740
310M100US39820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redding, CA Metro Area",238,200,813,1048,948,1536,662,516,974,2052,2314,3130,1019,1900,2464,5030,2309,5908,2879,12972,3485,18880,4551,27010,4646,148554,667,175764,310M100US39820
310M100US39900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reno-Sparks, NV Metro Area",1193,2782,475,903,765,1917,1861,3715,2027,5632,2291,9574,2759,9041,3622,18615,2883,7846,8122,70123,8859,77969,9456,103119,9623,315850,1501,421751,310M100US39900
310M100US39980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, IN Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US39980
310M100US40060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond, VA Metro Area",1987,6839,1681,4473,647,1143,1304,1261,1437,2404,4285,24710,3018,15405,5474,40115,8304,93145,5179,36248,9319,129393,10003,176385,12300,1064463,6568,1247687,310M100US40060
310M100US40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond-Berea, KY Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US40080
310M100US40140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside-San Bernardino-Ontario, CA Metro Area",3794,20944,907,2376,2029,5994,1346,3639,2244,9633,10863,100153,9371,88902,13829,189055,22453,355279,13094,184957,23967,540236,27117,741300,29083,3427604,4057,4189848,310M100US40140
310M100US40220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke, VA Metro Area",353,487,1605,2598,465,627,303,331,556,958,1499,4533,2025,5451,2458,9984,2806,15949,2995,14121,4423,30070,5299,43610,5805,261574,2396,305671,310M100US40220
310M100US40260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke Rapids, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US40260
310M100US40340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, MN Metro Area",541,709,259,418,218,344,576,1100,646,1444,1106,1892,1464,2814,1850,4706,1213,4686,2423,10976,2614,15662,3300,22230,3297,160922,539,183861,310M100US40340
310M100US40380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester, NY Metro Area",970,2903,435,1103,1077,2878,569,923,1115,3801,3022,14162,2847,10132,4462,24294,6260,71673,5903,45100,8614,116773,9490,145971,9251,895414,1354,1044288,310M100US40380
310M100US40420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockford, IL Metro Area",358,426,531,664,740,1183,1133,1662,1347,2845,2162,6011,1358,3133,2646,9144,3015,13731,3577,14844,4561,28575,5095,41228,5141,304110,822,345764,310M100US40420
310M100US40580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocky Mount, NC Metro Area",64,38,170,216,363,528,972,1413,1137,1941,824,1566,359,732,822,2298,2001,4779,1849,6109,2465,10888,2761,15343,2615,134699,694,150080,310M100US40580
310M100US40660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rome, GA Metro Area",76,44,310,259,330,469,169,103,367,572,1313,2378,416,508,1486,2886,1427,3725,2000,5066,2409,8791,2525,12508,2590,82360,588,94912,310M100US40660
310M100US40700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseburg, OR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US40700
310M100US40740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell, NM Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US40740
310M100US40780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russellville, AR Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US40780
310M100US40900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2011,8444,775,1804,1960,3902,1456,3927,2491,7829,5105,38375,8344,48141,9737,86516,12344,156443,11435,161510,17238,317953,19125,414102,18840,1707514,2933,2130060,310M100US40900
310M100US40980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saginaw-Saginaw Township North, MI Metro Area",129,180,381,605,485,656,509,810,688,1466,2048,4160,1042,2287,2255,6447,1867,8719,1799,7775,2456,16494,3610,25012,3664,172220,642,197412,310M100US40980
310M100US41060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Cloud, MN Metro Area",843,1839,744,1800,872,1535,486,716,1088,2251,1182,4833,979,3126,1601,7959,1924,7582,2174,9573,2382,17155,3151,29165,3281,155492,659,186496,310M100US41060
310M100US41100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George, UT Metro Area",499,492,369,387,398,466,302,417,500,883,1281,2978,666,1507,1407,4485,1814,5127,2382,7574,2752,12701,3268,18456,3522,117240,834,136188,310M100US41100
310M100US41140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph, MO-KS Metro Area",198,117,640,1085,610,585,572,1143,892,1728,1171,3621,1640,4210,2136,7831,952,3493,3083,13047,3265,16540,3893,27184,4223,100790,2748,128091,310M100US41140
310M100US41180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis, MO-IL Metro Area",1900,8836,2035,9493,2330,5638,1660,6173,2854,11811,4571,26281,4253,28949,5898,55230,13261,240352,6880,70629,13841,310981,14591,387515,15162,2383176,4505,2779527,310M100US41180
310M100US41420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem, OR Metro Area",910,1665,650,1199,1676,2102,1433,2154,2201,4256,2838,8575,1237,4482,3182,13057,3929,25245,4521,26640,5827,51885,6991,70397,7128,315486,982,387548,310M100US41420
310M100US41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas, CA Metro Area",1363,4345,108,64,372,542,594,1225,690,1767,2299,11183,2001,9658,3117,20841,4949,23849,4158,17761,6604,41610,7259,64282,7853,342336,1127,410963,310M100US41500
310M100US41540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, MD Metro Area",459,538,289,0,1996,2896,227,282,2015,3178,1166,3507,1670,3867,2071,7374,2882,6957,1818,4635,3044,11592,4037,22144,4178,101422,483,124104,310M100US41540
310M100US41580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salisbury, NC Micro Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,310M100US41580
310M100US41620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake City, UT Metro Area",1944,5716,1557,3204,1378,2287,911,2452,1780,4739,3986,22948,3996,17100,5830,40048,9289,101034,6847,41545,10932,142579,12261,190570,12443,913569,1709,1109855,310M100US41620
310M100US41660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Angelo, TX Metro Area",274,359,1152,2356,668,801,1034,1271,1154,2072,2677,5884,3147,5100,5395,10984,496,753,2978,13552,3079,14305,4865,29717,4760,80843,974,110919,310M100US41660
310M100US41700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Antonio-New Braunfels, TX Metro Area",3236,15497,2224,6869,2209,5942,1242,5260,2503,11202,5263,35629,4859,44650,7128,80279,7142,59883,13197,220876,14842,280759,15389,379109,16121,1734940,3455,2129546,310M100US41700
310M100US41740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego-Carlsbad-San Marcos, CA Metro Area",5628,36414,1467,2681,1956,3317,1113,2878,2041,6195,5845,64381,5288,53861,8207,118242,11438,169397,12668,200416,18121,369813,19795,496931,18162,2535758,2913,3069103,310M100US41740
310M100US41780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandusky, OH Metro Area",269,0,269,0,799,1094,265,208,827,1302,659,1365,393,540,668,1905,1325,2886,1355,2936,1829,5822,2073,9029,2050,66765,700,75794,310M100US41780
310M100US41860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco-Oakland-Fremont, CA Metro Area",4316,39218,630,1255,983,2218,705,1866,1143,4084,5437,41895,6979,82520,9360,124415,13602,219505,15284,272058,18834,491563,21618,621317,22046,3644645,2919,4305180,310M100US41860
