NAME,B07201_014E,B07201_013E,B07201_012E,B07201_011E,B07201_010E,B07201_009E,B07201_008E,B07201_007E,B07201_006E,B07201_005E,B07201_004E,B07201_003E,B07201_002E,B07201_001E,Year
"Bridgeport-Stamford-Norwalk, CT",7616.0,159.0,491.0,0.0,491.0,13980.0,17398.0,31378.0,17934.0,44657.0,62591.0,94619.0,770663.0,872898.0,2005
"Brownsville-Harlingen, TX",1532.0,549.0,1568.0,1440.0,3008.0,4707.0,4006.0,8713.0,9041.0,30515.0,39556.0,51826.0,312733.0,366091.0,2005
"Brunswick, GA",187.0,227.0,162.0,193.0,355.0,2657.0,2106.0,4763.0,4556.0,4786.0,9342.0,14687.0,76632.0,91506.0,2005
"Buffalo-Niagara Falls, NY",2373.0,1426.0,1882.0,2018.0,3900.0,7309.0,8211.0,15520.0,52109.0,63686.0,115795.0,136641.0,963103.0,1102117.0,2005
"Burlington, NC",243.0,1133.0,0.0,0.0,0.0,4768.0,1913.0,6681.0,9026.0,5718.0,14744.0,22558.0,112215.0,135016.0,2005
"Burlington-South Burlington, VT",886.0,1804.0,1550.0,938.0,2488.0,2563.0,2285.0,4848.0,13211.0,9440.0,22651.0,31791.0,162882.0,195559.0,2005
"Canton-Massillon, OH",502.0,803.0,3127.0,238.0,3365.0,8807.0,3034.0,11841.0,20994.0,20061.0,41055.0,57064.0,338481.0,396047.0,2005
"Cape Coral-Fort Myers, FL",3779.0,2113.0,1551.0,2646.0,4197.0,20418.0,16713.0,37131.0,20308.0,38786.0,59094.0,102535.0,426309.0,532623.0,2005
"Cape Girardeau-Jackson, MO-IL Micro Area",3779.0,2113.0,1551.0,2646.0,4197.0,20418.0,16713.0,37131.0,20308.0,38786.0,59094.0,102535.0,426309.0,532623.0,2005
"Casper, WY",274.0,577.0,0.0,958.0,958.0,492.0,1642.0,2134.0,1043.0,6302.0,7345.0,11014.0,55993.0,67281.0,2005
"Cedar Rapids, IA",627.0,1957.0,246.0,1064.0,1310.0,3447.0,5441.0,8888.0,11130.0,12063.0,23193.0,35348.0,200834.0,236809.0,2005
"Centralia, WA Micro Area",627.0,1957.0,246.0,1064.0,1310.0,3447.0,5441.0,8888.0,11130.0,12063.0,23193.0,35348.0,200834.0,236809.0,2005
"Chambersburg, PA Micro Area",627.0,1957.0,246.0,1064.0,1310.0,3447.0,5441.0,8888.0,11130.0,12063.0,23193.0,35348.0,200834.0,236809.0,2005
"Champaign-Urbana, IL",2283.0,1379.0,747.0,1670.0,2417.0,5110.0,4894.0,10004.0,10870.0,17725.0,28595.0,42395.0,150996.0,195674.0,2005
"Charleston, WV",887.0,1136.0,3359.0,383.0,3742.0,2927.0,3173.0,6100.0,21999.0,6076.0,28075.0,39053.0,259331.0,299271.0,2005
"Charleston-North Charleston, SC",4012.0,1130.0,1508.0,1520.0,3028.0,14759.0,19564.0,34323.0,35475.0,26951.0,62426.0,100907.0,461213.0,566132.0,2005
"Charlotte-Gastonia-Concord, NC-SC",9598.0,3117.0,9606.0,6356.0,15962.0,32121.0,38150.0,70271.0,59502.0,129203.0,188705.0,278055.0,1181059.0,1468712.0,2005
"Charlottesville, VA",1019.0,1418.0,922.0,502.0,1424.0,6361.0,5886.0,12247.0,14802.0,2183.0,16985.0,32074.0,142148.0,175241.0,2005
"Chattanooga, TN-GA",1479.0,1532.0,2736.0,1128.0,3864.0,6152.0,6001.0,12153.0,33834.0,20117.0,53951.0,71500.0,397373.0,470352.0,2005
"Cheyenne, WY",37.0,107.0,257.0,170.0,427.0,1619.0,2443.0,4062.0,1939.0,6660.0,8599.0,13195.0,67441.0,80673.0,2005
"Chicago-Naperville-Joliet, IL-IN-WI",57657.0,5334.0,9643.0,6964.0,16607.0,52551.0,91840.0,144391.0,579286.0,527511.0,1106797.0,1273129.0,7801422.0,9132208.0,2005
"Chico, CA",593.0,986.0,1497.0,954.0,2451.0,4696.0,7196.0,11892.0,8687.0,20403.0,29090.0,44419.0,160379.0,205391.0,2005
"Chillicothe, OH Micro Area",593.0,986.0,1497.0,954.0,2451.0,4696.0,7196.0,11892.0,8687.0,20403.0,29090.0,44419.0,160379.0,205391.0,2005
"Cincinnati-Middletown, OH-KY-IN",8259.0,5417.0,3612.0,3571.0,7183.0,22313.0,20991.0,43304.0,177640.0,82272.0,259912.0,315816.0,1674521.0,1998596.0,2005
"Clarksburg, WV Micro Area",8259.0,5417.0,3612.0,3571.0,7183.0,22313.0,20991.0,43304.0,177640.0,82272.0,259912.0,315816.0,1674521.0,1998596.0,2005
"Clarksville, TN-KY",4828.0,1506.0,2789.0,940.0,3729.0,6850.0,7781.0,14631.0,14441.0,14766.0,29207.0,49073.0,169804.0,223705.0,2005
"Cleveland, TN",76.0,983.0,130.0,277.0,407.0,1444.0,3813.0,5257.0,4217.0,4655.0,8872.0,15519.0,87216.0,102811.0,2005
"Cleveland-Elyria-Mentor, OH",8281.0,1496.0,3973.0,847.0,4820.0,18394.0,15274.0,33668.0,137348.0,84418.0,221766.0,261750.0,1787853.0,2057884.0,2005
"Coeur d'Alene, ID",230.0,946.0,608.0,618.0,1226.0,4227.0,1484.0,5711.0,8545.0,5834.0,14379.0,22262.0,102398.0,124890.0,2005
"College Station-Bryan, TX",2398.0,1952.0,1228.0,667.0,1895.0,5181.0,6565.0,11746.0,5420.0,18068.0,23488.0,39081.0,137620.0,179099.0,2005
"Colorado Springs, CO",6047.0,2918.0,4805.0,3064.0,7869.0,19707.0,19039.0,38746.0,15569.0,66335.0,81904.0,131437.0,423267.0,560751.0,2005
"Columbia, MO",2284.0,414.0,643.0,1344.0,1987.0,3569.0,3158.0,6727.0,5555.0,15851.0,21406.0,30534.0,107735.0,140553.0,2005
"Columbia, SC",3840.0,1640.0,2949.0,2642.0,5591.0,10767.0,13915.0,24682.0,43492.0,34129.0,77621.0,109534.0,530963.0,644337.0,2005
"Columbia, TN Micro Area",3840.0,1640.0,2949.0,2642.0,5591.0,10767.0,13915.0,24682.0,43492.0,34129.0,77621.0,109534.0,530963.0,644337.0,2005
"Columbus, GA-AL",739.0,344.0,1147.0,1134.0,2281.0,6596.0,4898.0,11494.0,10799.0,17621.0,28420.0,42539.0,226856.0,270134.0,2005
"Columbus, IN",363.0,1010.0,406.0,850.0,1256.0,535.0,577.0,1112.0,1417.0,5877.0,7294.0,10672.0,60837.0,71872.0,2005
"Columbus, OH",9111.0,6032.0,6094.0,4274.0,10368.0,20979.0,20905.0,41884.0,99848.0,135645.0,235493.0,293777.0,1337603.0,1640491.0,2005
"Concord, NH Micro Area",9111.0,6032.0,6094.0,4274.0,10368.0,20979.0,20905.0,41884.0,99848.0,135645.0,235493.0,293777.0,1337603.0,1640491.0,2005
"Cookeville, TN Micro Area",9111.0,6032.0,6094.0,4274.0,10368.0,20979.0,20905.0,41884.0,99848.0,135645.0,235493.0,293777.0,1337603.0,1640491.0,2005
"Coos Bay, OR Micro Area",9111.0,6032.0,6094.0,4274.0,10368.0,20979.0,20905.0,41884.0,99848.0,135645.0,235493.0,293777.0,1337603.0,1640491.0,2005
"Corning, NY Micro Area",9111.0,6032.0,6094.0,4274.0,10368.0,20979.0,20905.0,41884.0,99848.0,135645.0,235493.0,293777.0,1337603.0,1640491.0,2005
"Corpus Christi, TX",1248.0,1675.0,1736.0,2014.0,3750.0,7081.0,10770.0,17851.0,14939.0,37096.0,52035.0,75311.0,322421.0,398980.0,2005
"Corvallis, OR",845.0,155.0,297.0,1675.0,1972.0,2645.0,3278.0,5923.0,1336.0,7107.0,8443.0,16493.0,55961.0,73299.0,2005
"Cullman, AL Micro Area",845.0,155.0,297.0,1675.0,1972.0,2645.0,3278.0,5923.0,1336.0,7107.0,8443.0,16493.0,55961.0,73299.0,2005
"Cumberland, MD-WV",236.0,2032.0,108.0,165.0,273.0,2567.0,375.0,2942.0,3655.0,2670.0,6325.0,11572.0,80864.0,92672.0,2005
"Dallas-Fort Worth-Arlington, TX",48906.0,10728.0,8727.0,18141.0,26868.0,70890.0,100391.0,171281.0,317491.0,520646.0,838137.0,1047014.0,4532613.0,5628533.0,2005
"Dalton, GA",512.0,389.0,0.0,852.0,852.0,2375.0,1920.0,4295.0,5612.0,10217.0,15829.0,21365.0,106613.0,128490.0,2005
"Danville, IL",81.0,58.0,98.0,133.0,231.0,874.0,1320.0,2194.0,2967.0,2579.0,5546.0,8029.0,70542.0,78652.0,2005
"Danville, VA",111.0,417.0,0.0,0.0,0.0,2426.0,453.0,2879.0,6089.0,5658.0,11747.0,15043.0,90435.0,105589.0,2005
"Daphne-Fairhope, AL Micro Area",111.0,417.0,0.0,0.0,0.0,2426.0,453.0,2879.0,6089.0,5658.0,11747.0,15043.0,90435.0,105589.0,2005
"Davenport-Moline-Rock Island, IA-IL",694.0,569.0,960.0,897.0,1857.0,3485.0,4410.0,7895.0,12508.0,23329.0,35837.0,46158.0,315000.0,361852.0,2005
"Dayton, OH",1900.0,1143.0,1845.0,3053.0,4898.0,11726.0,8182.0,19908.0,66226.0,35888.0,102114.0,128063.0,676568.0,806531.0,2005
"Decatur, AL",102.0,193.0,533.0,68.0,601.0,2532.0,1449.0,3981.0,11344.0,7060.0,18404.0,23179.0,121425.0,144706.0,2005
"Decatur, IL",284.0,687.0,122.0,92.0,214.0,1153.0,2198.0,3351.0,2397.0,10215.0,12612.0,16864.0,87475.0,104623.0,2005
"Deltona-Daytona Beach-Ormond Beach, FL",1493.0,1344.0,366.0,1820.0,2186.0,17737.0,11890.0,29627.0,26406.0,19279.0,45685.0,78842.0,389550.0,469885.0,2005
"Denver-Aurora, CO",17919.0,4135.0,2734.0,5782.0,8516.0,31939.0,50523.0,82462.0,182596.0,155053.0,337649.0,432762.0,1837272.0,2287953.0,2005
"Des Moines, IA",1270.0,4870.0,2676.0,2592.0,5268.0,7057.0,10724.0,17781.0,26876.0,33481.0,60357.0,88276.0,414264.0,503810.0,2005
"Detroit-Warren-Livonia, MI",19515.0,5782.0,3060.0,4632.0,7692.0,33323.0,30465.0,63788.0,256846.0,235759.0,492605.0,569867.0,3779007.0,4368389.0,2005
"Dothan, AL",358.0,860.0,984.0,392.0,1376.0,2281.0,1831.0,4112.0,7702.0,5861.0,13563.0,19911.0,113087.0,133356.0,2005
"Dover, DE",667.0,171.0,779.0,139.0,918.0,3489.0,1529.0,5018.0,8502.0,6336.0,14838.0,20945.0,117523.0,139135.0,2005
"DuBois, PA Micro Area",667.0,171.0,779.0,139.0,918.0,3489.0,1529.0,5018.0,8502.0,6336.0,14838.0,20945.0,117523.0,139135.0,2005
"Dubuque, IA",102.0,872.0,116.0,187.0,303.0,585.0,1024.0,1609.0,1318.0,5577.0,6895.0,9679.0,75426.0,85207.0,2005
"Duluth, MN-WI",447.0,3538.0,660.0,1637.0,2297.0,3668.0,1903.0,5571.0,12109.0,10544.0,22653.0,34059.0,224277.0,258783.0,2005
"Dunn, NC Micro Area",447.0,3538.0,660.0,1637.0,2297.0,3668.0,1903.0,5571.0,12109.0,10544.0,22653.0,34059.0,224277.0,258783.0,2005
"Durham, NC",4059.0,579.0,515.0,441.0,956.0,10851.0,14479.0,25330.0,27123.0,27806.0,54929.0,81794.0,343119.0,428972.0,2005
"East Liverpool-Salem, OH Micro Area",4059.0,579.0,515.0,441.0,956.0,10851.0,14479.0,25330.0,27123.0,27806.0,54929.0,81794.0,343119.0,428972.0,2005
"East Stroudsburg, PA Micro Area",4059.0,579.0,515.0,441.0,956.0,10851.0,14479.0,25330.0,27123.0,27806.0,54929.0,81794.0,343119.0,428972.0,2005
"Eau Claire, WI",301.0,2103.0,879.0,403.0,1282.0,2989.0,2814.0,5803.0,6743.0,8682.0,15425.0,24613.0,119080.0,143994.0,2005
"El Centro, CA",4035.0,115.0,233.0,0.0,233.0,1550.0,3134.0,4684.0,9520.0,4606.0,14126.0,19158.0,118346.0,141539.0,2005
"Elizabethtown, KY",1119.0,396.0,753.0,292.0,1045.0,2725.0,1796.0,4521.0,9294.0,3534.0,12828.0,18790.0,84368.0,104277.0,2005
"Elkhart-Goshen, IN",566.0,573.0,894.0,300.0,1194.0,3414.0,2004.0,5418.0,7597.0,21574.0,29171.0,36356.0,152473.0,189395.0,2005
"Elmira, NY",136.0,213.0,592.0,297.0,889.0,593.0,384.0,977.0,2820.0,6624.0,9444.0,11523.0,71541.0,83200.0,2005
"El Paso, TX",8154.0,1529.0,481.0,2248.0,2729.0,5271.0,8049.0,13320.0,3986.0,67190.0,71176.0,88754.0,600348.0,697256.0,2005
"Enterprise-Ozark, AL Micro Area",8154.0,1529.0,481.0,2248.0,2729.0,5271.0,8049.0,13320.0,3986.0,67190.0,71176.0,88754.0,600348.0,697256.0,2005
"Erie, PA",683.0,303.0,1968.0,1025.0,2993.0,3431.0,2705.0,6136.0,11710.0,17931.0,29641.0,39073.0,223406.0,263162.0,2005
"Eugene-Springfield, OR",2040.0,2350.0,2092.0,2070.0,4162.0,6750.0,12325.0,19075.0,11682.0,37053.0,48735.0,74322.0,247367.0,323729.0,2005
"Eureka-Arcata-Fortuna, CA Micro Area",2040.0,2350.0,2092.0,2070.0,4162.0,6750.0,12325.0,19075.0,11682.0,37053.0,48735.0,74322.0,247367.0,323729.0,2005
"Evansville, IN-KY",151.0,603.0,431.0,1060.0,1491.0,4103.0,3472.0,7575.0,16489.0,17259.0,33748.0,43417.0,293244.0,336812.0,2005
"Fairbanks, AK",826.0,827.0,155.0,327.0,482.0,2419.0,3176.0,5595.0,1673.0,7304.0,8977.0,15881.0,66190.0,82897.0,2005
"Fajardo, PR",826.0,827.0,155.0,327.0,482.0,2419.0,3176.0,5595.0,1673.0,7304.0,8977.0,15881.0,66190.0,82897.0,2005
"Fargo, ND-MN",665.0,1711.0,559.0,1816.0,2375.0,1965.0,3292.0,5257.0,8394.0,14746.0,23140.0,32483.0,139971.0,173119.0,2005
"Farmington, NM",255.0,2182.0,119.0,516.0,635.0,836.0,2624.0,3460.0,5485.0,4909.0,10394.0,16671.0,106427.0,123353.0,2005
"Fayetteville, NC",3038.0,1352.0,2196.0,1147.0,3343.0,7483.0,8053.0,15536.0,19222.0,20041.0,39263.0,59494.0,255263.0,317795.0,2005
"Fayetteville-Springdale-Rogers, AR-MO",2063.0,3135.0,2126.0,3619.0,5745.0,11753.0,11113.0,22866.0,19583.0,40031.0,59614.0,91360.0,295255.0,388678.0,2005
"Findlay, OH Micro Area",2063.0,3135.0,2126.0,3619.0,5745.0,11753.0,11113.0,22866.0,19583.0,40031.0,59614.0,91360.0,295255.0,388678.0,2005
"Flagstaff, AZ",1393.0,1493.0,105.0,682.0,787.0,3133.0,2250.0,5383.0,5168.0,9383.0,14551.0,22214.0,95257.0,118864.0,2005
"Flint, MI",472.0,1580.0,1354.0,461.0,1815.0,7663.0,4077.0,11740.0,28175.0,27781.0,55956.0,71091.0,360505.0,432068.0,2005
"Florence, SC",303.0,1628.0,38.0,278.0,316.0,1949.0,3227.0,5176.0,9265.0,7189.0,16454.0,23574.0,166618.0,190495.0,2005
"Florence-Muscle Shoals, AL",114.0,2055.0,495.0,268.0,763.0,1148.0,2230.0,3378.0,12292.0,7590.0,19882.0,26078.0,112000.0,138192.0,2005
"Fond du Lac, WI",270.0,405.0,1010.0,149.0,1159.0,1461.0,1228.0,2689.0,2616.0,7316.0,9932.0,14185.0,78819.0,93274.0,2005
"Fort Collins-Loveland, CO",1496.0,1888.0,594.0,1173.0,1767.0,6675.0,8700.0,15375.0,4835.0,34948.0,39783.0,58813.0,200594.0,260903.0,2005
"Fort Payne, AL Micro Area",1496.0,1888.0,594.0,1173.0,1767.0,6675.0,8700.0,15375.0,4835.0,34948.0,39783.0,58813.0,200594.0,260903.0,2005
"Fort Smith, AR-OK",643.0,2057.0,735.0,1220.0,1955.0,1873.0,4156.0,6029.0,25171.0,14489.0,39660.0,49701.0,224589.0,274933.0,2005
"Fort Walton Beach-Crestview-Destin, FL",3398.0,860.0,335.0,787.0,1122.0,6983.0,5209.0,12192.0,10353.0,11862.0,22215.0,36389.0,134913.0,174700.0,2005
"Fort Wayne, IN",2015.0,391.0,4339.0,1365.0,5704.0,3727.0,4010.0,7737.0,12449.0,30011.0,42460.0,56292.0,331364.0,389671.0,2005
"Frankfort, KY Micro Area",2015.0,391.0,4339.0,1365.0,5704.0,3727.0,4010.0,7737.0,12449.0,30011.0,42460.0,56292.0,331364.0,389671.0,2005
"Fresno, CA",7345.0,1399.0,0.0,1492.0,1492.0,11953.0,12111.0,24064.0,28255.0,85227.0,113482.0,140437.0,695987.0,843769.0,2005
"Gadsden, AL",179.0,0.0,869.0,1434.0,2303.0,2126.0,2742.0,4868.0,3377.0,5259.0,8636.0,15807.0,83606.0,99592.0,2005
"Gainesville, FL",1639.0,931.0,1104.0,469.0,1573.0,7419.0,6425.0,13844.0,7998.0,30824.0,38822.0,55170.0,163525.0,220334.0,2005
"Gainesville, GA",1485.0,1867.0,292.0,181.0,473.0,7167.0,1996.0,9163.0,3849.0,9223.0,13072.0,24575.0,134077.0,160137.0,2005
"Galesburg, IL Micro Area",1485.0,1867.0,292.0,181.0,473.0,7167.0,1996.0,9163.0,3849.0,9223.0,13072.0,24575.0,134077.0,160137.0,2005
"Gallup, NM Micro Area",1485.0,1867.0,292.0,181.0,473.0,7167.0,1996.0,9163.0,3849.0,9223.0,13072.0,24575.0,134077.0,160137.0,2005
"Gettysburg, PA Micro Area",1485.0,1867.0,292.0,181.0,473.0,7167.0,1996.0,9163.0,3849.0,9223.0,13072.0,24575.0,134077.0,160137.0,2005
"Glens Falls, NY",0.0,280.0,796.0,0.0,796.0,2502.0,441.0,2943.0,9946.0,2295.0,12241.0,16260.0,105845.0,122105.0,2005
"Goldsboro, NC",514.0,512.0,337.0,418.0,755.0,1342.0,1678.0,3020.0,7472.0,7379.0,14851.0,19138.0,88007.0,107659.0,2005
"Grand Forks, ND-MN",289.0,1086.0,0.0,149.0,149.0,2235.0,1583.0,3818.0,3246.0,8630.0,11876.0,16929.0,70323.0,87541.0,2005
"Grand Island, NE Micro Area",289.0,1086.0,0.0,149.0,149.0,2235.0,1583.0,3818.0,3246.0,8630.0,11876.0,16929.0,70323.0,87541.0,2005
"Grand Junction, CO",200.0,2461.0,674.0,671.0,1345.0,4067.0,2546.0,6613.0,5865.0,12824.0,18689.0,29108.0,95694.0,125002.0,2005
"Grand Rapids-Wyoming, MI",5316.0,3245.0,2948.0,1455.0,4403.0,10250.0,8542.0,18792.0,41729.0,47930.0,89659.0,116099.0,619449.0,740864.0,2005
"Grants Pass, OR Micro Area",5316.0,3245.0,2948.0,1455.0,4403.0,10250.0,8542.0,18792.0,41729.0,47930.0,89659.0,116099.0,619449.0,740864.0,2005
"Great Falls, MT",427.0,1021.0,713.0,418.0,1131.0,1738.0,658.0,2396.0,2189.0,7279.0,9468.0,14016.0,61978.0,76421.0,2005
"Greeley, CO",770.0,926.0,313.0,357.0,670.0,7641.0,4133.0,11774.0,5010.0,12926.0,17936.0,31306.0,188583.0,220659.0,2005
"Green Bay, WI",1959.0,1963.0,1063.0,1188.0,2251.0,3997.0,4018.0,8015.0,8630.0,16718.0,25348.0,37577.0,246615.0,286151.0,2005
"Greeneville, TN Micro Area",1959.0,1963.0,1063.0,1188.0,2251.0,3997.0,4018.0,8015.0,8630.0,16718.0,25348.0,37577.0,246615.0,286151.0,2005
"Greensboro-High Point, NC",6073.0,1637.0,4933.0,3000.0,7933.0,9426.0,11763.0,21189.0,40630.0,43161.0,83791.0,114550.0,529017.0,649640.0,2005
"Greenville, NC",63.0,447.0,992.0,953.0,1945.0,2970.0,3024.0,5994.0,5856.0,12059.0,17915.0,26301.0,125834.0,152198.0,2005
"Greenville, SC",3261.0,3737.0,2248.0,1564.0,3812.0,14796.0,7666.0,22462.0,41940.0,23132.0,65072.0,95083.0,466388.0,564732.0,2005
"Greenwood, SC Micro Area",3261.0,3737.0,2248.0,1564.0,3812.0,14796.0,7666.0,22462.0,41940.0,23132.0,65072.0,95083.0,466388.0,564732.0,2005
"Guayama, PR",3261.0,3737.0,2248.0,1564.0,3812.0,14796.0,7666.0,22462.0,41940.0,23132.0,65072.0,95083.0,466388.0,564732.0,2005
"Gulfport-Biloxi, MS",1497.0,2439.0,932.0,1884.0,2816.0,8291.0,6173.0,14464.0,17468.0,18776.0,36244.0,55963.0,184973.0,242433.0,2005
"Hagerstown-Martinsburg, MD-WV",598.0,1400.0,590.0,397.0,987.0,6203.0,3127.0,9330.0,12030.0,9546.0,21576.0,33293.0,203301.0,237192.0,2005
"Hammond, LA Micro Area",598.0,1400.0,590.0,397.0,987.0,6203.0,3127.0,9330.0,12030.0,9546.0,21576.0,33293.0,203301.0,237192.0,2005
"Hanford-Corcoran, CA",821.0,0.0,0.0,157.0,157.0,2978.0,3872.0,6850.0,4443.0,7068.0,11511.0,18518.0,99745.0,119084.0,2005
"Harrisburg-Carlisle, PA",1309.0,1318.0,2105.0,1152.0,3257.0,13757.0,7866.0,21623.0,29213.0,19245.0,48458.0,74656.0,418282.0,494247.0,2005
"Harrisonburg, VA",301.0,943.0,1240.0,53.0,1293.0,1530.0,1230.0,2760.0,10735.0,1812.0,12547.0,17543.0,84182.0,102026.0,2005
"Hartford-West Hartford-East Hartford, CT",4329.0,1539.0,1389.0,1047.0,2436.0,14872.0,10281.0,25153.0,59248.0,36017.0,95265.0,124393.0,999926.0,1128648.0,2005
"Hattiesburg, MS",483.0,721.0,931.0,126.0,1057.0,2080.0,5676.0,7756.0,8425.0,10831.0,19256.0,28790.0,94297.0,123570.0,2005
"Helena, MT Micro Area",483.0,721.0,931.0,126.0,1057.0,2080.0,5676.0,7756.0,8425.0,10831.0,19256.0,28790.0,94297.0,123570.0,2005
"Hickory-Lenoir-Morganton, NC",984.0,1211.0,1464.0,1462.0,2926.0,4208.0,3578.0,7786.0,15103.0,12289.0,27392.0,39315.0,303934.0,344233.0,2005
"Hilo, HI Micro Area",984.0,1211.0,1464.0,1462.0,2926.0,4208.0,3578.0,7786.0,15103.0,12289.0,27392.0,39315.0,303934.0,344233.0,2005
"Hilton Head Island-Beaufort, SC Micro Area",984.0,1211.0,1464.0,1462.0,2926.0,4208.0,3578.0,7786.0,15103.0,12289.0,27392.0,39315.0,303934.0,344233.0,2005
"Holland-Grand Haven, MI",1011.0,249.0,1111.0,885.0,1996.0,5296.0,4591.0,9887.0,8662.0,5311.0,13973.0,26105.0,215165.0,242281.0,2005
"Homosassa Springs, FL Micro Area",1011.0,249.0,1111.0,885.0,1996.0,5296.0,4591.0,9887.0,8662.0,5311.0,13973.0,26105.0,215165.0,242281.0,2005
"Honolulu, HI",10339.0,729.0,3211.0,1331.0,4542.0,14380.0,18261.0,32641.0,45970.0,33982.0,79952.0,117864.0,730955.0,859158.0,2005
"Hot Springs, AR",70.0,1191.0,933.0,639.0,1572.0,1859.0,1765.0,3624.0,2101.0,7506.0,9607.0,15994.0,74555.0,90619.0,2005
"Houma-Bayou Cane-Thibodaux, LA",441.0,0.0,493.0,199.0,692.0,1382.0,1914.0,3296.0,11152.0,6766.0,17918.0,21906.0,171529.0,193876.0,2005
"Houston-Sugar Land-Baytown, TX",52621.0,12166.0,7015.0,11722.0,18737.0,63668.0,94554.0,158222.0,295506.0,478059.0,773565.0,962690.0,4088569.0,5103880.0,2005
"Huntington-Ashland, WV-KY-OH",69.0,2325.0,1197.0,926.0,2123.0,3101.0,3127.0,6228.0,21024.0,8708.0,29732.0,40408.0,234782.0,275259.0,2005
"Huntsville, AL",2794.0,1199.0,2254.0,802.0,3056.0,7414.0,7700.0,15114.0,15393.0,26789.0,42182.0,61551.0,290090.0,354435.0,2005
"Idaho Falls, ID",515.0,224.0,1776.0,760.0,2536.0,1440.0,2939.0,4379.0,4431.0,8121.0,12552.0,19691.0,91492.0,111698.0,2005
"Indiana, PA Micro Area",515.0,224.0,1776.0,760.0,2536.0,1440.0,2939.0,4379.0,4431.0,8121.0,12552.0,19691.0,91492.0,111698.0,2005
"Indianapolis, IN",7457.0,3534.0,3908.0,2819.0,6727.0,23414.0,27821.0,51235.0,83448.0,136606.0,220054.0,281550.0,1296727.0,1585734.0,2005
"Iowa City, IA",671.0,621.0,174.0,1256.0,1430.0,1917.0,4844.0,6761.0,6121.0,12054.0,18175.0,26987.0,100407.0,128065.0,2005
"Ithaca, NY",1142.0,0.0,238.0,689.0,927.0,1651.0,1501.0,3152.0,3713.0,14895.0,18608.0,22687.0,62210.0,86039.0,2005
"Jackson, MI",145.0,420.0,498.0,515.0,1013.0,3399.0,2695.0,6094.0,3583.0,10344.0,13927.0,21454.0,129094.0,150693.0,2005
"Jackson, MS",562.0,3180.0,1688.0,3018.0,4706.0,7005.0,7238.0,14243.0,31320.0,29961.0,61281.0,83410.0,405556.0,489528.0,2005
"Jackson, TN",129.0,1453.0,884.0,212.0,1096.0,2081.0,612.0,2693.0,3554.0,7610.0,11164.0,16406.0,86592.0,103127.0,2005
"Jacksonville, FL",5015.0,2876.0,2630.0,2188.0,4818.0,28471.0,26552.0,55023.0,50902.0,112490.0,163392.0,226109.0,976602.0,1207726.0,2005
"Jacksonville, NC",1096.0,1390.0,1342.0,754.0,2096.0,6312.0,3508.0,9820.0,7242.0,8432.0,15674.0,28980.0,91520.0,121596.0,2005
"Jamestown-Dunkirk-Fredonia, NY Micro Area",1096.0,1390.0,1342.0,754.0,2096.0,6312.0,3508.0,9820.0,7242.0,8432.0,15674.0,28980.0,91520.0,121596.0,2005
"Janesville, WI",406.0,1029.0,392.0,529.0,921.0,1178.0,3588.0,4766.0,7513.0,4468.0,11981.0,18697.0,133140.0,152243.0,2005
"Jefferson City, MO",289.0,1087.0,452.0,903.0,1355.0,2080.0,900.0,2980.0,5775.0,4425.0,10200.0,15622.0,117856.0,133767.0,2005
"Johnson City, TN",605.0,813.0,1085.0,0.0,1085.0,3128.0,4378.0,7506.0,10227.0,7440.0,17667.0,27071.0,151837.0,179513.0,2005
"Johnstown, PA",326.0,71.0,615.0,637.0,1252.0,1956.0,1390.0,3346.0,6156.0,3544.0,9700.0,14369.0,122604.0,137299.0,2005
"Jonesboro, AR",198.0,1043.0,916.0,760.0,1676.0,2335.0,1910.0,4245.0,5932.0,6387.0,12319.0,19283.0,88208.0,107689.0,2005
"Joplin, MO",667.0,2711.0,809.0,402.0,1211.0,2349.0,2791.0,5140.0,10734.0,7492.0,18226.0,27288.0,131851.0,159806.0,2005
"Kahului-Wailuku, HI Micro Area",667.0,2711.0,809.0,402.0,1211.0,2349.0,2791.0,5140.0,10734.0,7492.0,18226.0,27288.0,131851.0,159806.0,2005
"Kalamazoo-Portage, MI",894.0,991.0,2383.0,695.0,3078.0,9101.0,4842.0,13943.0,14050.0,27689.0,41739.0,59751.0,242784.0,303429.0,2005
"Kalispell, MT Micro Area",894.0,991.0,2383.0,695.0,3078.0,9101.0,4842.0,13943.0,14050.0,27689.0,41739.0,59751.0,242784.0,303429.0,2005
"Kankakee-Bradley, IL",241.0,620.0,368.0,87.0,455.0,5321.0,1679.0,7000.0,3461.0,5830.0,9291.0,17366.0,84623.0,102230.0,2005
"Kansas City, MO-KS",7536.0,7360.0,4024.0,7342.0,11366.0,18085.0,29905.0,47990.0,151329.0,100099.0,251428.0,318144.0,1558451.0,1884131.0,2005
"Keene, NH Micro Area",7536.0,7360.0,4024.0,7342.0,11366.0,18085.0,29905.0,47990.0,151329.0,100099.0,251428.0,318144.0,1558451.0,1884131.0,2005
"Kennewick-Richland-Pasco, WA",754.0,230.0,646.0,1284.0,1930.0,6344.0,6550.0,12894.0,5746.0,19695.0,25441.0,40495.0,175408.0,216657.0,2005
"Key West-Marathon, FL Micro Area",754.0,230.0,646.0,1284.0,1930.0,6344.0,6550.0,12894.0,5746.0,19695.0,25441.0,40495.0,175408.0,216657.0,2005
